Number of Records,St Plane Xcoord Nr,St Plane Ycoord Nr,Src Lat,Src Lon,Well Comp Dt,Well Depth Qt,Well Diameter Qt,Well Log Id,Well Type Cd,latitude,elevation,longitude,elevation (ft),Well Depth
1,1142860,848022,47.641174148999994,-122.518318743,10/26/2005,106.5,6.0,530109,W,47.641174148999994,62,-122.518318743,203.41208,96.91208
1,1135028,852258,47.652228263000005,-122.55052134200001,7/10/2006,75.3,6.0,589981,W,47.652228263000005,119,-122.55052134200001,390.41996,315.11996
1,1136723,832348,47.597789602,-122.541556892,9/27/2006,61.3,6.0,589979,W,47.597789602,11,-122.541556892,36.08924,-25.21076
1,1144208,849288,47.64473777600001,-122.51298404399999,2/28/2007,329.5,6.0,537929,W,47.64473777600001,61,-122.51298404399999,200.13124,-129.36876
1,1142521,836921,47.610730151999995,-122.518541149,6/23/2007,243.8,6.0,497595,W,47.610730151999995,83,-122.518541149,272.30971999999997,28.50971999999996
1,1143809,836902,47.610768314,-122.513319716,8/20/2007,113.0,6.0,497512,W,47.610768314,44,-122.513319716,144.35696,31.356959999999987
1,1141644,852030,47.652071807,-122.523666269,5/29/2008,156.0,,529080,W,47.652071807,39,-122.523666269,127.95276,-28.047240000000002
1,1138030,867946,47.695430241000004,-122.53999256799999,1/27/2009,657.0,6.0,589975,W,47.695430241000004,46,-122.53999256799999,150.91864,-506.08136
1,1137498,844254,47.630470683,-122.539664679,4/3/2009,113.0,6.0,581259,W,47.630470683,28,-122.539664679,91.86352,-21.136480000000006
1,1128503,855027,47.659348008,-122.57727897299999,5/20/2009,63.6,6.0,589417,W,47.659348008,43,-122.57727897299999,141.07612,77.47612000000001
1,1132952,873409,47.710038008999994,-122.56118252,3/13/2004,255.0,6.0,381569,W,47.710038008999994,40,-122.56118252,131.2336,-123.7664
1,1132659,862815,47.680987571,-122.56124784,5/28/2004,518.0,6.0,381565,W,47.680987571,48,-122.56124784,157.48032,-360.51968
1,1128573,857667,47.666587213999996,-122.577277116,11/22/2004,227.0,6.0,395720,W,47.666587213999996,39,-122.577277116,127.95276,-99.04724
1,1132260,845685,47.634018821000005,-122.56105019700001,12/3/2004,205.0,6.0,395710,W,47.634018821000005,39,-122.56105019700001,127.95276,-77.04724
1,1132480,856277,47.663059246,-122.561280724,12/23/2004,173.0,6.0,403470,W,47.663059246,66,-122.561280724,216.53544,43.535439999999994
1,1132798,869426,47.699112899,-122.56138504100001,1/7/2005,298.0,6.0,398008,W,47.699112899,48,-122.56138504100001,157.48032,-140.51968
1,1135411,832385,47.597797795,-122.54687616,2/18/2005,84.0,6.0,405630,W,47.597797795,0,-122.54687616,0.0,-84.0
1,1132334,849657,47.644908421000004,-122.561171082,9/14/2005,47.0,6.0,419435,W,47.644908421000004,48,-122.561171082,157.48032,110.48032
1,1128480,853706,47.655726521000005,-122.577231125,10/6/2005,143.0,6.0,422513,W,47.655726521000005,41,-122.577231125,134.51444,-8.485559999999992
1,1134863,844314,47.63044785100001,-122.55035285299999,10/26/2005,116.0,6.0,422509,W,47.63044785100001,45,-122.55035285299999,147.6378,31.6378
1,1127262,857689,47.666552747,-122.58259759399999,11/4/2005,192.0,6.0,429251,W,47.666552747,51,-122.58259759399999,167.32283999999999,-24.677160000000015
1,1132718,865452,47.688217688,-122.56128812700001,11/17/2005,100.0,6.0,429254,W,47.688217688,49,-122.56128812700001,160.76116,60.76115999999999
1,1139051,854780,47.659424705,-122.53446989700001,4/17/2006,144.0,6.0,441468,W,47.659424705,63,-122.53446989700001,206.69292,62.69291999999999
1,1132821,870755,47.702756233,-122.561432699,7/7/2006,639.0,6.0,446936,W,47.702756233,56,-122.561432699,183.72704,-455.27296
1,1132821,870755,47.702756233,-122.561432699,11/4/2006,1015.0,6.0,463278,W,47.702756233,56,-122.561432699,183.72704,-831.27296
1,1137646,850872,47.648616319,-122.53975864700001,12/27/2001,114.0,6.0,340900,W,47.648616319,64,-122.53975864700001,209.97376,95.97376
1,1146428,837889,47.613655781999995,-122.502808065,1/14/2002,508.0,16.0,330053,W,47.613655781999995,49,-122.502808065,160.76116,-347.23884
1,1132749,866768,47.691825994,-122.56130192100001,1/24/2001,69.5,6.0,367437,W,47.691825994,51,-122.56130192100001,167.32283999999999,97.82283999999999
1,1127075,851104,47.648494916000004,-122.582650695,4/24/2001,75.5,6.0,367439,W,47.648494916000004,46,-122.582650695,150.91864,75.41864000000001
1,1134056,866735,47.691829062,-122.555993975,4/27/2001,83.0,6.0,403703,W,47.691829062,64,-122.555993975,209.97376,126.97376
1,1132480,856277,47.663059246,-122.561280724,5/31/2001,98.5,6.0,367440,W,47.663059246,66,-122.561280724,216.53544,118.03544
1,1132749,866768,47.691825994,-122.56130192100001,6/6/2001,68.0,6.0,367441,W,47.691825994,51,-122.56130192100001,167.32283999999999,99.32283999999999
1,1135478,870667,47.702704921000006,-122.55063775299999,7/10/2003,309.5,6.0,367442,W,47.702704921000006,74,-122.55063775299999,242.78216,-66.71784
1,1135001,850934,47.648598246999995,-122.550491223,7/27/2003,360.5,6.0,367443,W,47.648598246999995,99,-122.550491223,324.80316,-35.69684000000001
1,1135001,850934,47.648598246999995,-122.550491223,8/17/2001,407.3,6.0,367444,W,47.648598246999995,99,-122.550491223,324.80316,-82.49684000000002
1,1134118,869384,47.699092238,-122.556022649,9/7/2001,236.0,6.0,367446,W,47.699092238,60,-122.556022649,196.8504,-39.14959999999999
1,1133544,844340,47.630425,-122.555702595,11/15/2001,151.3,6.0,367451,W,47.630425,67,-122.555702595,219.81628,68.51628
1,1133605,846985,47.637677368999995,-122.555734828,7/31/2003,135.0,6.0,367456,W,47.637677368999995,44,-122.555734828,144.35696,9.356959999999987
1,1145318,842713,47.6267978,-122.50780421,12/20/2002,80.0,6.0,369449,W,47.6267978,14,-122.50780421,45.93176,-34.06824
1,1135001,850934,47.648598246999995,-122.550491223,2/14/2003,103.5,6.0,367485,W,47.648598246999995,99,-122.550491223,324.80316,221.30316
1,1143198,861209,47.677333768000004,-122.518316738,3/25/2003,84.9,6.0,367620,W,47.677333768000004,105,-122.518316738,344.4882,259.58820000000003
1,1142516,835960,47.608096339,-122.518461733,5/9/2003,202.3,6.0,367622,W,47.608096339,76,-122.518461733,249.34384,47.04383999999999
1,1128639,858987,47.670209045,-122.577150427,10/3/2003,131.5,6.0,389939,W,47.670209045,44,-122.577150427,144.35696,12.856959999999987
1,1137879,861410,47.67750952,-122.539919216,9/18/2002,51.0,6.0,345329,W,47.67750952,38,-122.539919216,124.67192,73.67192
1,1132289,847008,47.637646265,-122.561072812,9/12/2005,114.0,5.0,415485,W,47.637646265,35,-122.561072812,114.82939999999999,0.8293999999999926
1,1139354,867909,47.695422582,-122.53461484299999,3/23/2005,540.0,6.0,416967,W,47.695422582,31,-122.53461484299999,101.70604,-438.29395999999997
1,1127262,857689,47.666552747,-122.58259759399999,5/24/2005,219.0,6.0,415494,W,47.666552747,51,-122.58259759399999,167.32283999999999,-51.677160000000015
1,1142516,835960,47.608096339,-122.518461733,2/2/2005,202.0,6.0,415500,W,47.608096339,76,-122.518461733,249.34384,47.34384
1,1142516,835960,47.608096339,-122.518461733,2/22/2005,202.0,6.0,415501,W,47.608096339,76,-122.518461733,249.34384,47.34384
1,1140001,838854,47.615849985,-122.52895463899999,6/13/2005,324.0,6.0,415475,W,47.615849985,48,-122.52895463899999,157.48032,-166.51968
1,1145474,847948,47.641154217,-122.507712109,4/29/2002,161.0,6.0,334078,W,47.641154217,57,-122.507712109,187.00788,26.00788
1,1142931,850651,47.648383346,-122.518303683,8/22/2002,115.0,6.0,343734,W,47.648383346,39,-122.518303683,127.95276,12.952759999999998
1,1131488,831138,47.594100504,-122.562637403,12/4/2002,112.0,6.0,361580,W,47.594100504,30,-122.562637403,98.4252,-13.574799999999996
1,1138134,870583,47.702663502,-122.53984730799999,4/7/2003,196.0,6.0,358624,W,47.702663502,35,-122.53984730799999,114.82939999999999,-81.17060000000001
1,1127075,851104,47.648494916000004,-122.582650695,4/24/2003,129.0,6.0,362975,W,47.648494916000004,46,-122.582650695,150.91864,21.91864000000001
1,1127342,859008,47.670172856,-122.582414364,5/8/2003,119.0,6.0,366690,W,47.670172856,0,-122.582414364,0.0,-119.0
1,1139354,867909,47.695422582,-122.53461484299999,6/20/2003,495.0,6.0,366698,W,47.695422582,31,-122.53461484299999,101.70604,-393.29395999999997
1,1128352,848425,47.641246128999995,-122.577186086,7/2/2003,73.0,6.0,369569,W,47.641246128999995,21,-122.577186086,68.89764,-4.1023600000000044
1,1128458,852384,47.652102359,-122.577179122,7/8/2003,73.0,6.0,369563,W,47.652102359,57,-122.577179122,187.00788,114.00788
1,1131631,873456,47.710072061999995,-122.56655060899999,7/14/2003,75.6,6.0,369579,W,47.710072061999995,0,-122.56655060899999,0.0,-75.6
1,1136791,834988,47.60502888600001,-122.541558294,8/19/2003,187.0,6.0,369574,W,47.60502888600001,64,-122.541558294,209.97376,22.97376
1,1140349,853406,47.65575123,-122.529061731,9/15/2003,102.0,6.0,372153,W,47.65575123,21,-122.529061731,68.89764,-33.102360000000004
1,1128889,832512,47.597678921,-122.573312395,9/18/2003,78.0,6.0,372655,W,47.597678921,22,-122.573312395,72.17848,-5.821520000000007
1,1134151,870710,47.702728068999996,-122.556029029,7/31/2002,37.0,,349949,W,47.702728068999996,90,-122.556029029,295.2756,258.2756
1,1134151,870710,47.702728068999996,-122.556029029,7/31/2002,37.0,,349950,W,47.702728068999996,90,-122.556029029,295.2756,258.2756
1,1138876,846845,47.637668303999995,-122.534349429,12/19/2003,140.0,6.0,373379,W,47.637668303999995,71,-122.534349429,232.93964,92.93964
1,1132659,862815,47.680987571,-122.56124784,6/11/2004,660.0,6.0,382664,W,47.680987571,48,-122.56124784,157.48032,-502.51968
1,1142931,850651,47.648383346,-122.518303683,7/12/2004,66.0,6.0,383232,W,47.648383346,39,-122.518303683,127.95276,61.95276
1,1142516,835960,47.608096339,-122.518461733,10/1/2003,264.0,6.0,371035,W,47.608096339,76,-122.518461733,249.34384,-14.65616
1,1132952,873409,47.710038008999994,-122.56118252,11/12/2003,200.0,6.0,372702,W,47.710038008999994,40,-122.56118252,131.2336,-68.7664
1,1136432,856195,47.663116513,-122.54524152399999,12/12/2003,175.0,8.0,374160,W,47.663116513,79,-122.54524152399999,259.18636,84.18635999999998
1,1145518,849242,47.644703235,-122.50766727799999,4/26/2004,352.0,6.0,380026,W,47.644703235,0,-122.50766727799999,0.0,-352.0
1,1135478,870667,47.702704921000006,-122.55063775299999,5/24/2004,290.0,6.0,380977,W,47.702704921000006,74,-122.55063775299999,242.78216,-47.217839999999995
1,1135400,868021,47.695448838000004,-122.550675069,6/23/2004,286.0,6.0,383164,W,47.695448838000004,50,-122.550675069,164.042,-121.958
1,1138776,842882,47.626801463,-122.534340372,6/29/2004,55.0,6.0,386143,W,47.626801463,18,-122.534340372,59.05512,4.055120000000002
1,1133605,846985,47.637677368999995,-122.555734828,7/6/2004,103.0,6.0,383210,W,47.637677368999995,44,-122.555734828,144.35696,41.35695999999999
1,1128889,832512,47.597678921,-122.573312395,8/19/2004,96.0,6.0,394649,W,47.597678921,22,-122.573312395,72.17848,-23.821520000000007
1,1129401,845750,47.633991603000005,-122.572647718,8/31/2004,179.0,6.0,399794,W,47.633991603000005,87,-122.572647718,285.43308,106.43308000000002
1,1136964,874557,47.713469933999995,-122.54501507,9/9/2004,126.0,6.0,392291,W,47.713469933999995,31,-122.54501507,101.70604,-24.29396
1,1133605,846985,47.637677368999995,-122.555734828,9/15/2004,108.0,6.0,390663,W,47.637677368999995,44,-122.555734828,144.35696,36.35695999999999
1,1133605,846985,47.637677368999995,-122.555734828,9/20/2004,78.0,6.0,390664,W,47.637677368999995,44,-122.555734828,144.35696,66.35695999999999
1,1145428,846659,47.637618755,-122.50776555899999,10/21/2004,133.0,6.0,395726,W,47.637618755,62,-122.50776555899999,203.41208,70.41208
1,1131488,831138,47.594100504,-122.562637403,10/26/2004,59.0,6.0,392293,W,47.594100504,30,-122.562637403,98.4252,39.425200000000004
1,1134863,844314,47.63044785100001,-122.55035285299999,10/29/2004,79.0,6.0,395725,W,47.63044785100001,45,-122.55035285299999,147.6378,68.6378
1,1129883,857645,47.666621367,-122.57196068799999,12/7/2004,99.0,6.0,399791,W,47.666621367,43,-122.57196068799999,141.07612,42.07612
1,1138630,837584,47.61227299,-122.53437817,12/20/2004,273.0,6.0,399793,W,47.61227299,92,-122.53437817,301.83728,28.83728000000002
1,1138083,869265,47.699048316,-122.539915936,2/3/2005,401.0,6.0,408062,W,47.699048316,25,-122.539915936,82.021,-318.979
1,1137013,875860,47.71704385100001,-122.544953311,5/3/2005,134.0,6.0,411367,W,47.71704385100001,21,-122.544953311,68.89764,-65.10236
1,1137013,875860,47.71704385100001,-122.544953311,5/10/2005,202.0,6.0,411198,W,47.71704385100001,21,-122.544953311,68.89764,-133.10236
1,1138030,867946,47.695430241000004,-122.53999256799999,7/11/2005,364.0,6.0,422496,W,47.695430241000004,46,-122.53999256799999,150.91864,-213.08136
1,1145421,834702,47.604852143,-122.50656041100001,6/15/2005,402.0,6.0,419866,W,47.604852143,66,-122.50656041100001,216.53544,-185.46456
1,1145474,847948,47.641154217,-122.507712109,7/19/2005,157.0,6.0,416597,W,47.641154217,57,-122.507712109,187.00788,30.00788
1,1140404,856044,47.66298391,-122.52911396100001,7/26/2005,192.0,6.0,416598,W,47.66298391,23,-122.52911396100001,75.45932,-116.54068
1,1140404,856044,47.66298391,-122.52911396100001,9/7/2005,279.0,6.0,422518,W,47.66298391,23,-122.52911396100001,75.45932,-203.54068
1,1132798,869426,47.699112899,-122.56138504100001,10/1/2005,201.0,6.0,422494,W,47.699112899,48,-122.56138504100001,157.48032,-43.519679999999994
1,1131519,832471,47.597755565,-122.562653065,11/1/2005,123.0,6.0,431790,W,47.597755565,45,-122.562653065,147.6378,24.6378
1,1125851,853753,47.65566506,-122.58789861700001,11/16/2005,108.0,6.0,431858,W,47.65566506,0,-122.58789861700001,0.0,-108.0
1,1129402,841775,47.623099136,-122.57222020100001,2/23/2006,325.0,6.0,432920,W,47.623099136,125,-122.57222020100001,410.105,85.10500000000002
1,1129404,844423,47.630355499,-122.57249417,4/27/2006,135.0,6.0,457710,W,47.630355499,128,-122.57249417,419.94752,284.94752
1,1127207,856371,47.66293718,-122.5826795,6/29/2006,56.0,6.0,446989,W,47.66293718,42,-122.5826795,137.79528,81.79527999999999
1,1132849,833770,47.601410438,-122.55740208799999,7/26/2006,159.0,6.0,457712,W,47.601410438,4,-122.55740208799999,13.12336,-145.87664
1,1132849,833770,47.601410438,-122.55740208799999,4/16/2010,372.0,6.0,654735,W,47.601410438,4,-122.55740208799999,13.12336,-358.87664
1,1138134,870583,47.702663502,-122.53984730799999,7/19/2006,373.0,6.0,453912,W,47.702663502,35,-122.53984730799999,114.82939999999999,-258.17060000000004
1,1133939,860201,47.673916228,-122.555777514,4/1/2005,66.7,6.0,405612,W,47.673916228,26,-122.555777514,85.30184,18.601839999999996
1,1131237,858943,47.670275517,-122.566606092,11/15/2007,153.0,6.0,505375,W,47.670275517,0,-122.566606092,0.0,-153.0
1,1129938,858965,47.6702424,-122.57187826200001,4/1/2005,153.2,6.0,405613,W,47.6702424,42,-122.57187826200001,137.79528,-15.404719999999998
1,1132821,870755,47.702756233,-122.561432699,11/8/2007,985.0,6.0,505388,W,47.702756233,56,-122.561432699,183.72704,-801.27296
1,1140596,863933,47.684615186,-122.52915855799999,8/30/2006,195.0,6.0,458250,W,47.684615186,87,-122.52915855799999,285.43308,90.43308000000002
1,1132191,843044,47.62677682899999,-122.561050096,9/13/2006,312.0,6.0,458249,W,47.62677682899999,102,-122.561050096,334.64567999999997,22.64567999999997
1,1132355,850981,47.648538011999996,-122.561226257,9/20/2006,80.0,6.0,458248,W,47.648538011999996,35,-122.561226257,114.82939999999999,34.82939999999999
1,1137064,877162,47.720615163999994,-122.54488331700001,10/5/2006,478.0,6.0,460455,W,47.720615163999994,0,-122.54488331700001,0.0,-478.0
1,1137585,848223,47.641353024,-122.539728162,5/17/2007,55.0,6.0,487857,W,47.641353024,77,-122.539728162,252.62468,197.62468
1,1137990,866634,47.691832262,-122.54001716299999,9/6/2007,484.0,6.0,504981,W,47.691832262,55,-122.54001716299999,180.4462,-303.5538
1,1137990,866634,47.691832262,-122.54001716299999,6/27/2008,532.0,5.0,541959,W,47.691832262,55,-122.54001716299999,180.4462,-351.5538
1,1134181,872037,47.706366419,-122.556047694,1/11/2008,58.0,6.0,515892,W,47.706366419,88,-122.556047694,288.71392,230.71391999999997
1,1132355,850981,47.648538011999996,-122.561226257,6/19/2008,57.0,6.0,535065,W,47.648538011999996,35,-122.561226257,114.82939999999999,57.82939999999999
1,1134947,848285,47.641335453,-122.550430893,9/12/2006,187.0,6.0,456454,W,47.641335453,76,-122.550430893,249.34384,62.34384
1,1140349,853406,47.65575123,-122.529061731,10/2/2006,120.0,6.0,462043,W,47.65575123,21,-122.529061731,68.89764,-51.102360000000004
1,1144248,850591,47.648311172,-122.512956714,12/13/2006,359.0,6.0,465042,W,47.648311172,46,-122.512956714,150.91864,-208.08136
1,1131106,843067,47.626762065,-122.56545062,4/16/2007,67.0,6.0,481863,W,47.626762065,116,-122.56545062,380.57744,313.57744
1,1128704,860305,47.673825316000006,-122.57702756299999,6/25/2006,170.0,6.0,454823,W,47.673825316000006,0,-122.57702756299999,0.0,-170.0
1,1146777,847915,47.641154573,-122.502425426,12/11/2007,90.0,5.0,544628,W,47.641154573,0,-122.502425426,0.0,-90.0
1,1132749,866768,47.691825994,-122.56130192100001,3/4/2007,79.0,6.0,478245,W,47.691825994,51,-122.56130192100001,167.32283999999999,88.32283999999999
1,1135480,835027,47.605042631,-122.546874442,4/19/2016,142.8,12.0,1564851,W,47.605042631,16,-122.546874442,52.49344,-90.30656000000002
1,1134028,865422,47.688229191000005,-122.55596868299999,11/12/2007,130.0,6.0,698183,W,47.688229191000005,42,-122.55596868299999,137.79528,7.795279999999991
1,1136589,862753,47.681098073,-122.545294615,11/11/2007,132.5,6.0,698185,W,47.681098073,70,-122.545294615,229.65879999999999,97.15879999999999
1,1132821,870755,47.702756233,-122.561432699,10/8/2009,1092.0,4.0,613431,W,47.702756233,56,-122.561432699,183.72704,-908.27296
1,1128704,860305,47.673825316000006,-122.57702756299999,2/1/2010,98.2,6.0,634115,W,47.673825316000006,0,-122.57702756299999,0.0,-98.2
1,1134863,844314,47.63044785100001,-122.55035285299999,2/19/2010,97.5,6.0,636933,W,47.63044785100001,45,-122.55035285299999,147.6378,50.1378
1,1134374,875960,47.71712985600001,-122.555679342,6/24/2008,77.0,6.0,537898,W,47.71712985600001,34,-122.555679342,111.54856,34.548559999999995
1,1127189,855052,47.659321543999994,-122.58261121700001,6/25/2008,76.0,6.0,537897,W,47.659321543999994,47,-122.58261121700001,154.19948,78.19948
1,1145474,847948,47.641154217,-122.507712109,7/25/2008,101.0,6.0,551569,W,47.641154217,57,-122.507712109,187.00788,86.00788
1,1140349,853406,47.65575123,-122.529061731,6/25/2014,219.0,6.0,992873,W,47.65575123,21,-122.529061731,68.89764,-150.10236
1,1139354,867909,47.695422582,-122.53461484299999,10/16/2008,673.0,5.0,554940,W,47.695422582,31,-122.53461484299999,101.70604,-571.29396
1,1132798,869426,47.699112899,-122.56138504100001,10/28/2008,218.0,6.0,571986,W,47.699112899,48,-122.56138504100001,157.48032,-60.519679999999994
1,1133677,850959,47.648572292,-122.555862957,11/4/2008,111.0,6.0,571991,W,47.648572292,69,-122.555862957,226.37796,115.37796
1,1140680,867871,47.695412077,-122.52922889799999,1/29/2009,714.0,6.0,572022,W,47.695412077,39,-122.52922889799999,127.95276,-586.04724
1,1140680,867871,47.695412077,-122.52922889799999,6/9/2009,1105.0,4.0,593082,W,47.695412077,39,-122.52922889799999,127.95276,-977.04724
1,1139051,854780,47.659424705,-122.53446989700001,2/20/2009,108.0,6.0,578544,W,47.659424705,63,-122.53446989700001,206.69292,98.69291999999999
1,1136723,832348,47.597789602,-122.541556892,3/13/2009,87.0,6.0,578541,W,47.597789602,11,-122.541556892,36.08924,-50.91076
1,1132225,844365,47.630399163,-122.561052226,6/23/2009,289.0,6.0,600933,W,47.630399163,82,-122.561052226,269.02888,-19.971119999999985
1,1130992,848359,47.641255336,-122.566474848,3/1/2010,111.0,6.0,647051,W,47.641255336,27,-122.566474848,88.58268,-22.417320000000004
1,1132334,849657,47.644908421000004,-122.561171082,6/4/2010,111.0,6.0,655378,W,47.644908421000004,48,-122.561171082,157.48032,46.480320000000006
1,1127207,856371,47.66293718,-122.5826795,6/28/2011,141.0,6.0,740280,W,47.66293718,42,-122.5826795,137.79528,-3.204720000000009
1,1129763,852358,47.652125186999996,-122.57188399,3/2/2012,65.0,6.0,784963,W,47.652125186999996,32,-122.57188399,104.98688,39.98688
1,1136086,840323,47.619598381,-122.544975458,4/16/2012,199.0,6.0,788683,W,47.619598381,46,-122.544975458,150.91864,-48.08135999999999
1,1141644,852030,47.652071807,-122.523666269,9/7/2018,231.5,6.0,1865629,W,47.652071807,39,-122.523666269,127.95276,-103.54724
1,1138630,837584,47.61227299,-122.53437817,3/31/2016,215.0,6.0,1564410,W,47.61227299,92,-122.53437817,301.83728,86.83728000000002
1,1127151,852411,47.652081886000005,-122.582482467,4/18/2016,84.0,6.0,1585294,W,47.652081886000005,40,-122.582482467,131.2336,47.233599999999996
1,1133577,845660,47.634044515,-122.555708311,10/26/2007,119.0,6.0,505645,W,47.634044515,35,-122.555708311,114.82939999999999,-4.170600000000007
1,1132845,872083,47.706396892,-122.561476197,11/7/2007,356.0,6.0,514737,W,47.706396892,64,-122.561476197,209.97376,-146.02624
1,1128889,832512,47.597678921,-122.573312395,11/15/2007,98.0,6.0,507551,W,47.597678921,22,-122.573312395,72.17848,-25.821520000000007
1,1137675,852197,47.652249221000005,-122.539780029,1/17/2008,285.0,6.0,518204,W,47.652249221000005,66,-122.539780029,216.53544,-68.46456
1,1142931,850651,47.648383346,-122.518303683,3/16/2011,113.0,6.0,718039,W,47.648383346,39,-122.518303683,127.95276,14.952759999999998
1,1130239,840442,47.619506571,-122.56868589700001,2/12/2008,70.0,6.0,556358,W,47.619506571,114,-122.56868589700001,374.01576,304.01576
1,1128889,832512,47.597678921,-122.573312395,2/12/2008,95.0,6.0,525052,W,47.597678921,22,-122.573312395,72.17848,-22.821520000000007
1,1135028,852258,47.652228263000005,-122.55052134200001,6/22/2009,314.0,6.0,610501,W,47.652228263000005,119,-122.55052134200001,390.41996,76.41996
1,1135645,874608,47.713515832,-122.550375797,8/24/2009,219.0,6.0,610223,W,47.713515832,66,-122.550375797,216.53544,-2.464560000000006
1,1145080,835891,47.608086633,-122.508064802,3/29/2010,207.0,6.0,654739,W,47.608086633,82,-122.508064802,269.02888,62.028880000000015
1,1133577,845660,47.634044515,-122.555708311,4/23/2010,111.0,6.0,650501,W,47.634044515,35,-122.555708311,114.82939999999999,3.8293999999999926
1,1138083,869265,47.699048316,-122.539915936,5/6/2010,301.0,6.0,661454,W,47.699048316,25,-122.539915936,82.021,-218.97899999999998
1,1139354,867909,47.695422582,-122.53461484299999,7/8/2010,533.0,6.0,665063,W,47.695422582,31,-122.53461484299999,101.70604,-431.29395999999997
1,1132749,866768,47.691825994,-122.56130192100001,9/8/2010,67.0,6.0,704728,W,47.691825994,51,-122.56130192100001,167.32283999999999,100.32283999999999
1,1135400,868021,47.695448838000004,-122.550675069,9/1/2010,199.0,6.0,670891,W,47.695448838000004,50,-122.550675069,164.042,-34.958
1,1130290,837808,47.612292333999996,-122.56819921200001,4/23/2013,102.0,6.0,860183,W,47.612292333999996,111,-122.56819921200001,364.17324,262.17324
1,1132155,841724,47.623157086000006,-122.56105617799999,10/25/2015,316.0,6.0,1583344,W,47.623157086000006,98,-122.56105617799999,321.52232,5.522319999999979
1,1142525,837883,47.613366631999995,-122.51862473,10/14/2013,153.0,6.0,1583341,W,47.613366631999995,52,-122.51862473,170.60368,17.603679999999997
1,1132225,844365,47.630399163,-122.561052226,4/12/2016,279.0,6.0,1618578,W,47.630399163,82,-122.561052226,269.02888,-9.971119999999985
1,1129790,853680,47.655749711000006,-122.571915354,6/23/2009,60.6,6.0,599765,W,47.655749711000006,47,-122.571915354,154.19948,93.59948
1,1144208,849288,47.64473777600001,-122.51298404399999,7/16/2009,151.6,6.0,603713,W,47.64473777600001,61,-122.51298404399999,200.13124,48.53124
1,1134151,870710,47.702728068999996,-122.556029029,10/15/2009,76.0,6.0,613635,W,47.702728068999996,90,-122.556029029,295.2756,219.2756
1,1134863,844314,47.63044785100001,-122.55035285299999,11/12/2009,115.4,6.0,623159,W,47.63044785100001,45,-122.55035285299999,147.6378,32.23779999999999
1,1133577,845660,47.634044515,-122.555708311,9/8/2010,76.0,6.0,675106,W,47.634044515,35,-122.555708311,114.82939999999999,38.82939999999999
1,1144405,857227,47.666506621,-122.51300697200001,1/21/2011,275.0,6.0,710871,W,47.666506621,62,-122.51300697200001,203.41208,-71.58792
1,1136760,869303,47.69905854100001,-122.545290074,1/14/2011,288.0,6.0,710873,W,47.69905854100001,33,-122.545290074,108.26772,-179.73228
1,1143809,836902,47.610768314,-122.513319716,2/7/2011,162.0,6.0,710868,W,47.610768314,44,-122.513319716,144.35696,-17.643040000000013
1,1132334,849657,47.644908421000004,-122.561171082,4/1/2011,84.0,6.0,716367,W,47.644908421000004,48,-122.561171082,157.48032,73.48032
1,1131981,866969,47.69232172,-122.564440193,5/20/2011,300.0,6.0,730454,W,47.69232172,38,-122.564440193,124.67192,-175.32808
1,1141278,837490,47.612202102,-122.52363741299999,6/6/2011,195.0,6.0,735097,W,47.612202102,100,-122.52363741299999,328.084,133.084
1,1131981,866969,47.69232172,-122.564440193,12/8/2011,331.0,6.0,769359,W,47.69232172,38,-122.564440193,124.67192,-206.32808
1,1142525,837883,47.613366631999995,-122.51862473,7/6/2012,149.0,6.0,804124,W,47.613366631999995,52,-122.51862473,170.60368,21.603679999999997
1,1142525,837883,47.613366631999995,-122.51862473,2/28/2013,165.0,6.0,847583,W,47.613366631999995,52,-122.51862473,170.60368,5.603679999999997
1,1134151,870710,47.702728068999996,-122.556029029,6/14/2013,355.0,6.0,889127,W,47.702728068999996,90,-122.556029029,295.2756,-59.7244
1,1134151,870710,47.702728068999996,-122.556029029,7/21/2014,355.0,6.0,986396,W,47.702728068999996,90,-122.556029029,295.2756,-59.7244
1,1136757,833668,47.601409247,-122.541557592,4/29/2013,49.8,8.0,862684,W,47.601409247,44,-122.541557592,144.35696,94.55695999999999
1,1144248,850591,47.648311172,-122.512956714,7/2/2013,161.0,6.0,871392,W,47.648311172,46,-122.512956714,150.91864,-10.08135999999999
1,1132798,869426,47.699112899,-122.56138504100001,11/15/2013,124.0,6.0,889124,W,47.699112899,48,-122.56138504100001,157.48032,33.480320000000006
1,1144208,849288,47.64473777600001,-122.51298404399999,12/8/2014,168.0,6.0,1003220,W,47.64473777600001,61,-122.51298404399999,200.13124,32.13123999999999
1,1143824,837884,47.613460374,-122.513360529,12/17/2014,110.0,6.0,1003175,W,47.613460374,36,-122.513360529,118.11024,8.110240000000005
1,1132776,868093,47.695458668,-122.56133290700001,3/11/2015,126.0,8.0,1006657,W,47.695458668,58,-122.56133290700001,190.28872,64.28872000000001
1,1141323,838801,47.615797833,-122.523591381,3/26/2015,232.0,6.0,1017014,W,47.615797833,43,-122.523591381,141.07612,-90.92388
1,1145518,849242,47.644703235,-122.50766727799999,7/9/2015,214.0,6.0,1038832,W,47.644703235,0,-122.50766727799999,0.0,-214.0
1,1138907,848170,47.641301368,-122.53436232799999,11/6/2015,92.0,6.0,1096116,W,47.641301368,67,-122.53436232799999,219.81628,127.81628
